Surname_name,Mandate_status,Frakcija,DeclYear,filed_as,Committees,Interest_Type,Entity_Type,Entity_name,Entity_RegNum,Position,Income_type,Income_value,Fin_v,Fin_v_value,Entity_Country,Entity_Municipality,Entity_Region,NACE_1,Specif
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Income | Academia,Izglītības Iestāde,Rīgas Stradiņa Universitāte,90000013771,,U.c. ienākumi, € 322.00 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Income | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,,Alga," € 18,285.00 ",,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Position | Self-employment,,Ilmārs Dūrītis,,VETERINĀRĀRSTS,,,,,,,,Pašnodarbinātība,
"Dzintars, Raivis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Mandātu, ētikas un iesniegumu komisija (no 20.11.2018); Izglītības, kultūras un zinātnes komisija (Priekšsēdētāja biedrs, no 21.11.2018)",Position | Private Sector,Sabiedriskā Organizācija,"Atklātais sabiedriskais fonds ""AUSTRAS FONDS""",40008074099,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi","CSO - Politics, democracy"
"Dzintars, Raivis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Mandātu, ētikas un iesniegumu komisija (no 20.11.2018); Izglītības, kultūras un zinātnes komisija (Priekšsēdētāja biedrs, no 21.11.2018)",Position | Private Sector,Biedrība,Sargi valodu un Latviju,40008132043,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi","CSO - Politics, democracy"
"Dzintars, Raivis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Mandātu, ētikas un iesniegumu komisija; Izglītības, kultūras un zinātnes komisija (Priekšsēdētāja biedrs)",Position | Private Sector,Sabiedriskā Organizācija,"Atklātais sabiedriskais fonds ""AUSTRAS FONDS""",40008074099,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi","CSO - Politics, democracy"
"Dzintars, Raivis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Mandātu, ētikas un iesniegumu komisija; Izglītības, kultūras un zinātnes komisija (Priekšsēdētāja biedrs)",Position | Private Sector,Biedrība,Sargi valodu un Latviju,40008132043,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi","CSO - Politics, democracy"
"Eglītis, Gatis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,,"Budžeta un finanšu (nodokļu) komisija (no 20.11.2018); Eiropas lietu komisija (Priekšsēdētājas biedrs, no 20.11.2018)",,,,,,,,,,,,,,
"Eglītis, Gatis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,,Budžeta un finanšu (nodokļu) komisija; Eiropas lietu komisija (Priekšsēdētājas biedrs),,,,,,,,,,,,,,
"Feldmans, Krišjānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētāja biedrs, no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Legatus A.K.,44103056263,Valdes priekšsēdētājs,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Administratīvo un apkalpojošo dienestu darbība,
"Feldmans, Krišjānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētāja biedrs, no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Sumter,40003754266,Valdes priekšsēdētājs,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Feldmans, Krišjānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētāja biedrs, no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,KF Consulting,40103635275,Valdes priekšsēdētājs,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Feldmans, Krišjānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētāja biedrs, no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Position | Private Sector,Akciju Sabiedrība,TUKUMA STRAUME,49203000577,Pilnvarojums,,,,,Latvia,Tukuma municipality,Zemgale,Apstrādes rūpniecība,
"Feldmans, Krišjānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētāja biedrs, no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,KF Consulting,40103635275,,Alga," € 6,480.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Feldmans, Krišjānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētāja biedrs, no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Makaj Foundation,40103434085,,Ienākums no īpašuma pārdošanas," € 3,000.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Feldmans, Krišjānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētāja biedrs, no 20.11.2018); Publisko izdevumu un revīzijas komisija (no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Sumter,40003754266,,Alga," € 2,150.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Feldmans, Krišjānis",Pilntiesīgs mandāts,Jauno Konservatīvo frakcija,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētāja biedrs); Publisko izdevumu un revīzijas komisija (Biedrs līdz 04.09.2019; Priekšsēdētāja biedrs no 04.09.2019)",,,,,,,,,,,,,,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2018,Deputāts - Jelgavas Novada Pašvaldība,,Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,BIO Dārzs,40103874306,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2018,Deputāts - Jelgavas Novada Pašvaldība,,Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,UMUstone,40203074983,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Būvniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2018,Deputāts - Jelgavas Novada Pašvaldība,,Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,RONS,40003105034,Valdes priekšsēdētājs,,,,,Latvia,Saulkrastu municipality ,Vidzeme,Būvniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2018,Deputāts - Jelgavas Novada Pašvaldība,,Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,BIO Dārzs,40103874306,,,,Kapitāla daļas," € 2,800.00 ",Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2018,Deputāts - Jelgavas Novada Pašvaldība,,Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,UMUstone,40203074983,,,,Kapitāla daļas," € 2,800.00 ",Latvia,Rīgas municipality,Rīga/Pierīga,Būvniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2018,Deputāts - Jelgavas Novada Pašvaldība,,Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,RONS,40003105034,,,,Kapitāla daļas," € 2,800.00 ",Latvia,Saulkrastu municipality ,Vidzeme,Būvniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2018,Deputāts - Jelgavas Novada Pašvaldība,,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,BIO Dārzs,40103874306,,Alga," € 8,589.27 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2018,Deputāts - Jelgavas Novada Pašvaldība,,Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,RONS,40003105034,,Alga, € 900.00 ,,,Latvia,Saulkrastu municipality ,Vidzeme,Būvniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2019,Deputāts - Latvijas Republikas Saeima,Juridiskā komisija (no 07.02.2019); Eiropas lietu komisija (no 07.02.2019),Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,BIO Dārzs,40103874306,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2019,Deputāts - Latvijas Republikas Saeima,Juridiskā komisija (no 07.02.2019); Eiropas lietu komisija (no 07.02.2019),Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,RONS,40003105034,Valdes loceklis,,,,,Latvia,Saulkrastu municipality ,Vidzeme,Būvniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2019,Deputāts - Latvijas Republikas Saeima,Juridiskā komisija (no 07.02.2019); Eiropas lietu komisija (no 07.02.2019),Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,BIO Dārzs,40103874306,,,,Kapitāla daļas," € 1,400.00 ",Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2019,Deputāts - Latvijas Republikas Saeima,Juridiskā komisija (no 07.02.2019); Eiropas lietu komisija (no 07.02.2019),Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,RONS,40003105034,,,,Kapitāla daļas," € 2,800.00 ",Latvia,Saulkrastu municipality ,Vidzeme,Būvniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2019,Deputāts - Latvijas Republikas Saeima,Juridiskā komisija (no 07.02.2019); Eiropas lietu komisija (no 07.02.2019),Income | Private Sector,Akciju Sabiedrība,MC Finance,40103326532,,Ienākums no īpašuma pārdošanas," € 2,580.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Administratīvo un apkalpojošo dienestu darbība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2019,Deputāts - Latvijas Republikas Saeima,Juridiskā komisija (no 07.02.2019); Eiropas lietu komisija (no 07.02.2019),Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,RONS,40003105034,,Alga, € 50.00 ,,,Latvia,Saulkrastu municipality ,Vidzeme,Būvniecība,
"Geidāns, Aivars","Apstiprināts uz laiku, kamēr ministra pienākumus pilda deputāti, kuri ievēlēti no partijas “KPV LV” kandidātu saraksta",KPV LV,2019,Deputāts - Latvijas Republikas Saeima,Juridiskā komisija (no 07.02.2019); Eiropas lietu komisija (no 07.02.2019),Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,BIO Dārzs,40103874306,,Alga," € 1,100.00 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Ģirģens, Kaspars",Pilntiesīgs mandāts,KPV LV,2018,Deputāts - Latvijas Republikas Saeima,"Aizsardzības, iekšlietu un korupcijas novēršanas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (Priekšsēdētājs no 20.11.2018)",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Krustpils ceļavējš,55402001821,Darba aizsardzības speciālists,,,,,Latvia,Jēkabpils municipality,Zemgale,Izmitināšana un ēdināšanas pakalpojumi,
"Ģirģens, Kaspars",Pilntiesīgs mandāts,KPV LV,2018,Deputāts - Latvijas Republikas Saeima,"Aizsardzības, iekšlietu un korupcijas novēršanas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (Priekšsēdētājs no 20.11.2018)",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Krustpils ceļavējš 3,45403040716,Darba aizsardzības speciālists,,,,,Latvia,Jēkabpils municipality,Zemgale,Izmitināšana un ēdināšanas pakalpojumi,
"Ģirģens, Kaspars",Pilntiesīgs mandāts,KPV LV,2018,Deputāts - Latvijas Republikas Saeima,"Aizsardzības, iekšlietu un korupcijas novēršanas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (Priekšsēdētājs no 20.11.2018)",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,ibuss,45403017739,Valdes loceklis,,,,,Latvia,Jēkabpils municipality ,Zemgale,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Ģirģens, Kaspars",Pilntiesīgs mandāts,KPV LV,2018,Deputāts - Latvijas Republikas Saeima,"Aizsardzības, iekšlietu un korupcijas novēršanas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (Priekšsēdētājs no 20.11.2018)",Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,ibuss,45403017739,,,,Kapitāla daļas," € 2,846.00 ",Latvia,jēkabpils municipality,Zemgale,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Ģirģens, Kaspars",Pilntiesīgs mandāts,KPV LV,2018,Deputāts - Latvijas Republikas Saeima,"Aizsardzības, iekšlietu un korupcijas novēršanas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (Priekšsēdētājs no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Krustpils ceļavējš,55402001821,,Alga," € 1,053.50 ",,,Latvia,Jēkabpils municipality,Zemgale,Izmitināšana un ēdināšanas pakalpojumi,
"Ģirģens, Kaspars",Pilntiesīgs mandāts,KPV LV,2018,Deputāts - Latvijas Republikas Saeima,"Aizsardzības, iekšlietu un korupcijas novēršanas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (Priekšsēdētājs no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Krustpils ceļavējš 3,45403040716,,Alga," € 1,204.00 ",,,Latvia,Jēkabpils municipality,Zemgale,Izmitināšana un ēdināšanas pakalpojumi,
"Ģirģens, Kaspars",Pilntiesīgs mandāts,KPV LV,2018,Deputāts - Latvijas Republikas Saeima,"Aizsardzības, iekšlietu un korupcijas novēršanas komisija (no 20.11.2018); Publisko izdevumu un revīzijas komisija (Priekšsēdētājs no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,AMETEKS,42103040230,,U.c. ienākumi, € 11.40 ,,,Latvia,Jēkabpils municipality,Zemgale,Vairumtidzniecība un mazumtirdzniecība,
"Ģirģens, Kaspars",Pilntiesīgs mandāts,KPV LV,2019,Deputāts - Latvijas Republikas Saeima,"Aizsardzības, iekšlietu un korupcijas novēršanas komisija (līdz 14.03.2019); Publisko izdevumu un revīzijas komisija (Priekšsēdētājs); Ārlietu komisija (no 14.03.2019)",,,,,,,,,,,,,,
"Gobzems, Aldis",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (Priekšsēdētāja biedrs, no 20.11.2018); Nacionālās drošības komisija (no 20.11.2018)",Position | Private Sector,Biedrība,Par kultūru,40008195161,Likvidators,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",
"Gobzems, Aldis",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (Priekšsēdētāja biedrs, no 20.11.2018); Nacionālās drošības komisija (no 20.11.2018)",Position | Private Sector,Biedrība,Esi atbildīgs!,40008219192,Likvidators,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",
"Gobzems, Aldis",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (Priekšsēdētāja biedrs, no 20.11.2018); Nacionālās drošības komisija (no 20.11.2018)",Position | Private Sector,Zvērinātu Advokātu Birojs,ALDA GOBZEMA BIROJS,90002679237,Zvērināts advokāts,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Gobzems, Aldis",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (Priekšsēdētāja biedrs, no 20.11.2018); Nacionālās drošības komisija (no 20.11.2018)",Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,Funky Fish Baltic,40103302939,,,,Kapitāla daļas, € 512.23 ,Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Gobzems, Aldis",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2019,Deputāts - Latvijas Republikas Saeima,"Juridiskā komisija (Priekšsēdētāja biedrs līdz 30.01.2019, Biedrs no 30.01.2019); Nacionālās drošības komisija (līdz 14.02.2019); Ilgtspējīgas attīstības komisija (no 14.02.2019)",Income | Private Sector,Akciju Sabiedrība,Citadele banka,40103303559,,Procenti, € 11.36 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
