,Partija,Veids,Vērtība,Name,Datums,Flags,Legislature,Frakcija,Deputāts
559,Latvijas attīstībai,Nauda,EUR 11.07,Gatis Zamurs,24/05/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
560,Latvijas Zaļā partija,Nauda,EUR 2000.00,Raimonds Bergmanis,21/05/2021,,13,Zaļo un Zemnieku Savienība,Raimonds Bergmanis
561,"VIENOTĪBA, Partija",Nauda,EUR 50.00,Iveta Benhena-Bēkena,21/05/2021,,13,Pie frakcijām nepiederošie deputāti,Iveta Benhena-Bēkena
562,"Kustība ""Par!""",Nauda,EUR 30.00,Krista Baumane,21/05/2021,,13,Attīstībai/Par!,Krista Baumane
563,"Kustība ""Par!""",Nauda,EUR 100.00,Mārtiņš Šteins,20/05/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
564,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 40.00,Raivis Dzintars,19/05/2021,,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
565,Latvijas attīstībai,Nauda,EUR 381.15,Gatis Zamurs,18/05/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
566,LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda,EUR 2000.00,Viktors Valainis,17/05/2021,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Viktors Valainis
567,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,17/05/2021,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
568,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,14/05/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
569,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 61.00,Normunds Žunna,13/05/2021,,13,Jauno Konservatīvo frakcija,Normunds Žunna
570,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 540.00,Vitālijs Orlovs,13/05/2021,,13,Saskaņa,Vitālijs Orlovs
571,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Evita Zālīte-Grosa,11/05/2021,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
572,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,11/05/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
573,Zaļo un Zemnieku savienība,Nauda,EUR -2000.00,Viktors Valainis,11/05/2021,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Viktors Valainis
574,Latvijas Sociālistiskā partija,Biedra nauda,EUR 130.00,Artūrs Rubiks,11/05/2021,,13,Saskaņa,Artūrs Rubiks
575,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,11/05/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
576,"Kustība ""Par!""",Nauda,EUR 50.00,Vita Anda Tērauda,11/05/2021,,13,Attīstībai/Par!,Vita Anda Tērauda
577,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 500.00,Ilga Šuplinska,11/05/2021,,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
578,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 85.00,Jānis Butāns,10/05/2021,,13,Jauno Konservatīvo frakcija,Jānis Butāns
579,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Sandis Riekstiņš,08/05/2021,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
580,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Juris Rancāns,07/05/2021,,13,Jauno Konservatīvo frakcija,Juris Rancāns
581,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 180.00,Edgars Kucins,07/05/2021,,13,Saskaņa,Edgars Kucins
582,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 130.00,Aivars Geidāns,07/05/2021,,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
583,Zaļo un Zemnieku savienība,Nauda,EUR 2000.00,Viktors Valainis,07/05/2021,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Viktors Valainis
584,"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda,EUR 200.00,Aldis Adamovičs,06/05/2021,,13,Jaunā Vienotība,Aldis Adamovičs
585,LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda,EUR 2400.00,Uldis Augulis,05/05/2021,,13,Zaļo un Zemnieku Savienība,Uldis Augulis
586,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 140.00,Raivis Dzintars,29/04/2021,,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
587,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,28/04/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
588,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,28/04/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
589,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 65.00,Eva Mārtuža,27/04/2021,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
590,POLITISKĀ PARTIJA IZAUGSME,Nauda,EUR 500.00,Andris Skride,27/04/2021,,13,Attīstībai/Par!,Andris Skride
591,Latvijas attīstībai,Nauda,EUR 242.00,Gatis Zamurs,26/04/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
592,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/04/2021,,13,Attīstībai/Par!,Vita Anda Tērauda
593,Latvijas Sociālistiskā partija,Biedra nauda,EUR 130.00,Artūrs Rubiks,22/04/2021,,13,Saskaņa,Artūrs Rubiks
594,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 120.00,Ivans Ribakovs,21/04/2021,,13,Saskaņa,Ivans Ribakovs
595,Latvijas attīstībai,Nauda,EUR 30.25,Gatis Zamurs,20/04/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
596,Latvijas attīstībai,Nauda,EUR 30.25,Gatis Zamurs,19/04/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
597,Latvijas attīstībai,Manta vai pakalpojums,EUR 100.00,Gatis Zamurs,16/04/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
598,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,15/04/2021,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
599,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 91.00,Ainars Bašķis,15/04/2021,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
600,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Evita Zālīte-Grosa,12/04/2021,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
601,Latvijas attīstībai,Nauda,EUR 320.00,Gatis Zamurs,12/04/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
602,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 61.00,Normunds Žunna,11/04/2021,,13,Jauno Konservatīvo frakcija,Normunds Žunna
603,Latvijas attīstībai,Nauda,EUR 30.25,Gatis Zamurs,11/04/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
604,Konservatīvie (Jaunā konservatīvā partija),Manta vai pakalpojums,EUR 10.00,Ainars Bašķis,10/04/2021,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
605,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,09/04/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
606,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 105.00,Dagmāra Beitnere-Le Galla,09/04/2021,,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
607,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 25.00,Ivans Ribakovs,08/04/2021,,13,Saskaņa,Ivans Ribakovs
608,"Kustība ""Par!""",Nauda,EUR 50.00,Krista Baumane,08/04/2021,,13,Attīstībai/Par!,Krista Baumane
609,"Kustība ""Par!""",Nauda,EUR 100.00,Inese Voika,08/04/2021,,13,Attīstībai/Par!,Inese Voika
610,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Juris Rancāns,08/04/2021,,13,Jauno Konservatīvo frakcija,Juris Rancāns
611,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 500.00,Ilga Šuplinska,08/04/2021,,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
612,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,08/04/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
613,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,08/04/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
614,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Sandis Riekstiņš,08/04/2021,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
615,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 152.00,Ainars Bašķis,08/04/2021,,13,Jauno Konservatīvo frakcija,Ainars Bašķis
616,"Kustība ""Par!""",Nauda,EUR 50.00,Ilmārs Dūrītis,07/04/2021,,13,Attīstībai/Par!,Ilmārs Dūrītis
617,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 75.00,Reinis Znotiņš,07/04/2021,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
618,"Kustība ""Par!""",Nauda,EUR 100.00,Vita Anda Tērauda,07/04/2021,,13,Attīstībai/Par!,Vita Anda Tērauda
619,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 170.00,Jānis Butāns,06/04/2021,,13,Jauno Konservatīvo frakcija,Jānis Butāns
620,Latvijas attīstībai,Nauda,EUR 30.25,Gatis Zamurs,28/03/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
621,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/03/2021,,13,Attīstībai/Par!,Vita Anda Tērauda
622,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 250.00,Linda Medne,24/03/2021,,13,Jauno Konservatīvo frakcija,Linda Medne
623,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 250.00,Krišjānis Feldmans,24/03/2021,,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
624,Latvijas attīstībai,Nauda,EUR 240.00,Gatis Zamurs,24/03/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
625,Platforma 21,Nauda,EUR 150.00,Jūlija Stepaņenko,23/03/2021,,13,Pie frakcijām nepiederošie deputāti,Jūlija Stepaņenko
626,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,23/03/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
627,Latvijas attīstībai,Nauda,EUR 25.00,Gatis Zamurs,21/03/2021,above_yearly_limit,13,Attīstībai/Par!,Gatis Zamurs
628,Latvijas attīstībai,Biedra nauda,EUR 1000.00,Juris Pūce,18/03/2021,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
629,Latvijas attīstībai,Biedra nauda,EUR 900.00,Juris Pūce,18/03/2021,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
630,Latvijas attīstībai,Nauda,EUR 600.00,Juris Pūce,17/03/2021,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
631,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 75.00,Reinis Znotiņš,16/03/2021,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
632,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,15/03/2021,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
633,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 500.00,Ilga Šuplinska,13/03/2021,,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
634,POLITISKĀ PARTIJA IZAUGSME,Nauda,EUR 500.00,Andris Skride,12/03/2021,,13,Attīstībai/Par!,Andris Skride
635,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Evita Zālīte-Grosa,11/03/2021,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
636,Latvijas Sociālistiskā partija,Biedra nauda,EUR 130.00,Artūrs Rubiks,11/03/2021,,13,Saskaņa,Artūrs Rubiks
637,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 150.00,Dagmāra Beitnere-Le Galla,10/03/2021,,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
638,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 61.00,Normunds Žunna,10/03/2021,,13,Jauno Konservatīvo frakcija,Normunds Žunna
639,"Kustība ""Par!""",Manta vai pakalpojums,EUR 340.00,Mārtiņš Šteins,10/03/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
640,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Juris Rancāns,08/03/2021,,13,Jauno Konservatīvo frakcija,Juris Rancāns
641,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Sandis Riekstiņš,08/03/2021,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
642,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 100.00,Vitālijs Orlovs,26/02/2021,,13,Saskaņa,Vitālijs Orlovs
643,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 185.00,Ivans Ribakovs,25/02/2021,,13,Saskaņa,Ivans Ribakovs
644,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,25/02/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
645,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/02/2021,,13,Attīstībai/Par!,Vita Anda Tērauda
646,"Kustība ""Par!""",Nauda,EUR 100.00,Mārtiņš Šteins,24/02/2021,,13,Attīstībai/Par!,Mārtiņš Šteins
647,"VIENOTĪBA, Partija",Nauda,EUR 250.00,Ainars Latkovskis,23/02/2021,,13,Jaunā Vienotība,Ainars Latkovskis
648,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 75.00,Reinis Znotiņš,15/02/2021,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
649,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 50.00,Jānis Dombrava,15/02/2021,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
650,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 85.00,Jānis Butāns,12/02/2021,,13,Jauno Konservatīvo frakcija,Jānis Butāns
651,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 50.00,Raivis Dzintars,12/02/2021,,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
652,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 22.00,Normunds Žunna,11/02/2021,,13,Jauno Konservatīvo frakcija,Normunds Žunna
653,Latvijas Sociālistiskā partija,Biedra nauda,EUR 130.00,Artūrs Rubiks,10/02/2021,,13,Saskaņa,Artūrs Rubiks
654,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Evita Zālīte-Grosa,10/02/2021,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
655,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Juris Rancāns,08/02/2021,,13,Jauno Konservatīvo frakcija,Juris Rancāns
656,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Māris Možvillo,08/02/2021,,13,Neatkarīgie,Māris Možvillo
657,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Sandis Riekstiņš,08/02/2021,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
658,"Kustība ""Par!""",Nauda,EUR 20.00,Inese Voika,04/02/2021,,13,Attīstībai/Par!,Inese Voika
659,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/01/2021,,13,Attīstībai/Par!,Vita Anda Tērauda
660,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 75.00,Reinis Znotiņš,21/01/2021,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
661,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Jānis Butāns,18/01/2021,,13,Jauno Konservatīvo frakcija,Jānis Butāns
662,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Normunds Žunna,15/01/2021,,13,Jauno Konservatīvo frakcija,Normunds Žunna
663,Latvijas Sociālistiskā partija,Biedra nauda,EUR 120.00,Artūrs Rubiks,07/01/2021,,13,Saskaņa,Artūrs Rubiks
664,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 66.66,Uldis Budriķis,07/01/2021,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
665,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 140.00,Evita Zālīte-Grosa,06/01/2021,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
666,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Juris Rancāns,06/01/2021,,13,Jauno Konservatīvo frakcija,Juris Rancāns
667,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Sandis Riekstiņš,01/01/2021,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
668,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Sandis Riekstiņš,30/12/2020,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
669,"Kustība ""Par!""",Nauda,EUR 100.00,Ilmārs Dūrītis,29/12/2020,,13,Attīstībai/Par!,Ilmārs Dūrītis
670,"Kustība ""Par!""",Nauda,EUR 20.00,Inese Voika,29/12/2020,,13,Attīstībai/Par!,Inese Voika
671,"Kustība ""Par!""",Nauda,EUR 20.00,Inese Voika,29/12/2020,,13,Attīstībai/Par!,Inese Voika
672,"Kustība ""Par!""",Nauda,EUR 50.00,Vita Anda Tērauda,29/12/2020,,13,Attīstībai/Par!,Vita Anda Tērauda
673,"Kustība ""Par!""",Nauda,EUR 20.00,Inese Voika,29/12/2020,,13,Attīstībai/Par!,Inese Voika
674,"Kustība ""Par!""",Nauda,EUR 100.00,Inese Voika,28/12/2020,,13,Attīstībai/Par!,Inese Voika
675,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 155.00,Krišjānis Feldmans,28/12/2020,,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
676,"Kustība ""Par!""",Nauda,EUR 50.00,Mārtiņš Šteins,28/12/2020,,13,Attīstībai/Par!,Mārtiņš Šteins
677,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,25/12/2020,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
678,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/12/2020,,13,Attīstībai/Par!,Vita Anda Tērauda
679,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 600.00,Ivans Ribakovs,23/12/2020,,13,Saskaņa,Ivans Ribakovs
680,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 200.00,Edgars Kucins,22/12/2020,,13,Saskaņa,Edgars Kucins
681,LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda,EUR 50.00,Jānis Dūklavs,18/12/2020,,13,Zaļo un Zemnieku Savienība,Jānis Dūklavs
682,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Jānis Butāns,17/12/2020,,13,Jauno Konservatīvo frakcija,Jānis Butāns
683,"Kustība ""Par!""",Nauda,EUR 20.00,Inese Voika,12/12/2020,,13,Attīstībai/Par!,Inese Voika
684,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Normunds Žunna,11/12/2020,,13,Jauno Konservatīvo frakcija,Normunds Žunna
685,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 65.00,Eva Mārtuža,10/12/2020,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
686,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 2000.00,Regīna Ločmele,10/12/2020,,13,Saskaņa,Regīna Ločmele
687,Latvijas attīstībai,Nauda,EUR 35.00,Gatis Zamurs,10/12/2020,,13,Attīstībai/Par!,Gatis Zamurs
688,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 75.00,Reinis Znotiņš,09/12/2020,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
689,Latvijas Sociālistiskā partija,Biedra nauda,EUR 120.00,Artūrs Rubiks,08/12/2020,,13,Saskaņa,Artūrs Rubiks
690,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 90.00,Juris Rancāns,08/12/2020,,13,Jauno Konservatīvo frakcija,Juris Rancāns
691,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 77.77,Uldis Budriķis,08/12/2020,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
692,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Māris Možvillo,08/12/2020,,13,Neatkarīgie,Māris Možvillo
693,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Jānis Tutins,08/12/2020,,13,Saskaņa,Jānis Tutins
694,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Sandis Riekstiņš,08/12/2020,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
695,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 300.00,Ilga Šuplinska,29/11/2020,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
696,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Biedra nauda,EUR 100.00,Ralfs Nemiro,27/11/2020,,13,Neatkarīgie,Ralfs Nemiro
697,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,26/11/2020,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
698,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 300.00,Edgars Kucins,26/11/2020,,13,Saskaņa,Edgars Kucins
699,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 700.00,Vitālijs Orlovs,25/11/2020,,13,Saskaņa,Vitālijs Orlovs
700,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Jānis Krišāns,25/11/2020,,13,Saskaņa,Jānis Krišāns
701,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/11/2020,,13,Attīstībai/Par!,Vita Anda Tērauda
702,Latvijas Sociālistiskā partija,Biedra nauda,EUR 120.00,Artūrs Rubiks,23/11/2020,,13,Saskaņa,Artūrs Rubiks
703,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 55.55,Uldis Budriķis,23/11/2020,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
704,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 50.00,Māris Možvillo,23/11/2020,,13,Neatkarīgie,Māris Možvillo
705,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Rihards Kols,20/11/2020,,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
706,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 72.00,Reinis Znotiņš,16/11/2020,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
707,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,16/11/2020,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
708,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 85.00,Jānis Butāns,16/11/2020,,13,Jauno Konservatīvo frakcija,Jānis Butāns
709,Latvijas attīstībai,Nauda,EUR 35.00,Gatis Zamurs,12/11/2020,,13,Attīstībai/Par!,Gatis Zamurs
710,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 350.00,Jānis Cielēns,12/11/2020,,13,Jauno Konservatīvo frakcija,Jānis Cielēns
711,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 170.00,Krišjānis Feldmans,12/11/2020,,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
712,"Kustība ""Par!""",Nauda,EUR 20.00,Inese Voika,12/11/2020,,13,Attīstībai/Par!,Inese Voika
713,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 227.88,Evita Zālīte-Grosa,12/11/2020,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
714,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 300.00,Valērijs Agešins,11/11/2020,,13,Saskaņa,Valērijs Agešins
715,LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda,EUR 500.00,Māris Kučinskis,10/11/2020,,13,Zaļo un Zemnieku Savienība,Māris Kučinskis
716,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Evita Zālīte-Grosa,10/11/2020,,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
717,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Normunds Žunna,10/11/2020,,13,Jauno Konservatīvo frakcija,Normunds Žunna
718,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 65.00,Eva Mārtuža,10/11/2020,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
719,LATVIJAS ZEMNIEKU SAVIENĪBA (Centriskā partija Latvijas Zemnieku savienība),Nauda,EUR 2000.00,Jānis Dūklavs,08/11/2020,,13,Zaļo un Zemnieku Savienība,Jānis Dūklavs
720,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 77.77,Uldis Budriķis,06/11/2020,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
721,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 70.00,Sandis Riekstiņš,06/11/2020,,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
